,formula_label,symbol_set,subject
2619,heptagonal pyramidal number,{n},
2620,high-leg delta,"{α, S, ∀, x}",
2621,hippopede,"{y, x, c, m, d}",
2622,history of logarithms,"{α, β, cos}",
2623,holomorphic function,"{z, f}",
2624,homogeneous polynomial,"{P, λ, d, n, x}",
2625,homogeneous space,"{A, C, G, ρ, u, t, X}",
2626,homography,"{a, b, d, φ, K, λ, y, x}",
2627,homomorphism,"{i, k, m, n}",
2628,horn antenna,"{a, H, λ, E, L}",
2629,hydraulic radius,"{A, h, R, P}",
2630,hydrogen spectral series,"{λ, R, z, n}",
2631,hyperbolic arccosine,"{ln, x, arcosh}",
2632,hyperbolic arctangent,"{ln, x, artanh}",
2633,hyperbolic cosecant,"{x, e, cosech, sinh}",
2634,hyperbolic cosine,"{x, e, cosh}",
2635,hyperbolic cotangent,"{x, ctgh, e, sinh, cosh}",
2636,hyperbolic cylinder,"{y, x, b, a}",
2637,hyperbolic geometry,"{R, r, sinh, π}",
2638,hyperbolic motion,"{α, c, u, t, d}",
2639,hyperbolic paraboloid,"{y, a, b, z, x}",
2640,hyperbolic secant,"{x, sech, e, cosh}",
2641,hyperbolic sine,"{x, e, sinh}",
2642,hyperbolic tangent,"{x, tanh, e, sinh, cosh}",
2643,hyperboloid,"{a, c, b, y, x, z}",
2644,hyperboloid model,"{Q, x, n}",
2645,hypercharge,"{C, B, S, ′, T, Y}",
2646,hypercone,"{y, x, z, w}",
2647,hyperfactorial,"{H, k, n}",
2648,hyperfocal distance,"{H, c, f, N}",
2649,hypergeometric function,"{a, c, Γ, F, k, b, ∞, z}",
2650,hyperoperation,"{a, b, m}",
2651,hyperplane,"{H, n, p, s, R, u, x}",
2652,icosahedral number,{n},
2653,ideal gas,"{P, R, V, T, n}",
2654,ideal gas law,"{P, V, R, T, n}",
2655,idempotent function,{f},
2656,idempotent matrix,{A},
2657,image,"{A, B, f, ∃, y, x}",
2658,impedance of free space,"{c, Z, μ}",
2659,impedance parameters,"{I, Z, V}",
2660,incidence algebra,"{a, x, b, g, f}",
2661,incidence geometry,"{m, O, n}",
2662,inclusion map,"{A, x, B, ι}",
2663,incompressible flow,"{i, d, v}",
2664,indicated airspeed,"{a, A, C, c, q, P, S}",
2665,inductance,"{i, d, t, L, v}",
2666,induction motors modelling in ABC frame of reference,"{A, e, d, i, φ, r, t}",
2667,infinite alleles model,"{u, F, e, N}",
2668,information flow,"{h, l, w, o}",
2669,input-output model,"{a, b, i, n, y, x}",
2670,inradius,"{A, p, r}",
2671,inseparable differential equation,"{q, p, y, d, x}",
2672,integer function,"{X, Z, f}",
2673,integral equation,"{a, b, d, f, φ, K, t, x}",
2674,intensive function,"{A, ∀, a, f}",
2675,interaction,"{a, x, c, b, Y}",
2676,interior point method,"{c, B, log, f, i, m, μ, x}",
2677,intermodulation,"{a, c, b, f, M, π, t, x, ϕ, sin}",
2678,interquartile range,{Q},
2679,intertemporal choice,"{C, U}",
2680,interval,"{f, log, n}",
2681,intransitive relation,"{a, c, b, ¬, ∀, R}",
2682,inverse Laplace transform,"{F, s, f, t, L}",
2683,inverse distance weighting,"{d, i, N, u, w, x}",
2684,inverse function,"{y, x}",
2685,inverse matrix,"{A, E}",
2686,invertible matrix,"{A, e, t, d}",
2687,involutory matrix,"{I, A}",
2688,ion transport number,"{i, I, t, o}",
2689,ionic product of water,{K},
2690,irreducible fraction,"{q, p}",
2691,isogonal conjugate,"{a, c, b, y, x, z}",
2692,isotomic conjugate,"{a, c, b, y, x, z}",
2693,iterative deepening depth-first search,"{b, d}",
2694,j-invariant,"{i, j, e, π}",
2695,jounce,"{a, d, ȷ, s, r, t, v}",
2696,kinetic theory,"{f, i, m, p, v, x, Δ}",
2697,laser diode rate equations,"{e, d, G, I, τ, M, N, P, μ, t, V, n}",
2698,law of sines,"{A, a, c, B, C, b, sin}",
2699,leaky bucket,"{M, τ, δ, T}",
2700,lemniscate of Bernoulli,"{c, φ, cos, ρ, y, x}",
2701,lens,"{R, n, d, f}",
2702,level,"{Q, r, L, log}",
2703,level of a field quantity,"{ln, L, F}",
2704,level of a power quantity,"{ln, P, n, l, L}",
2705,limit,"{∞, o, c, b, d, f, F, i, H, ∃, J, m, L, O, n, s, t, ∀, x, ϵ}",
2706,limit set,"{ω, f, k, N, x, n}",
2707,linear energy transfer,"{x, Δ, L, E}",
2708,linear equation,"{y, x, b, m}",
2709,liquid bubble,"{f, ρ, π, p, R, γ}",
2710,load transfer,"{a, e, w, g, f, i, h, m, o, n, r, t, W, Δ}",
2711,local parameter,"{P, ord, m, d, f}",
2712,local quantum field theory,"{A, i, U, V}",
2713,logarithmic decrement,"{Λ, δ, T}",
2714,logarithmic derivative,{f},
2715,logarithmically concave function,{x},
2716,logic equality,"{q, p, u}",
2717,logical equivalence,"{q, p}",
2718,logistic function,"{x, k, e, L, f}",
2719,logistic map,"{x, r, n}",
2720,loss function,"{a, Θ, d, L, ρ, π, θ}",
2721,luminiferous aether,"{c, n, v}",
2722,luminosity function,"{e, d, v, m, l, Φ, λ, W, ∞, y}",
2723,lumped element model,"{∂, ϕ, B, t}",
2724,magma,{M},
2725,magnet,"{A, B, μ, F}",
2726,magnetic energy,"{p, B, m, E}",
2727,magnetic flux,"{S, B, Φ, Σ}",
2728,magnetic induction,{B},
2729,magnetic levitation,"{a, B, g, m, P, μ}",
2730,magnetic moment,"{τ, B, μ}",
2731,magnetomotive force,"{R, Φ, F}",
2732,magnification,"{A, e, d, f, M, o, tan, ε}",
2733,magnitude,"{M, m, d, log}",
2734,margin of error,"{p, n}",
2735,marginalism,"{Δ, S, U}",
2736,mass index,"{A, a, E, g, f, i, h, M, s, o, l, m, S, u, w}",
2737,mass matrix,"{q, M, T}",
2738,mass–energy equivalence,"{m, c, E}",
2739,matching,"{A, B}",
2740,mathematical principles of reinforcement,"{τ, b, e, t}",
2741,matrix,"{A, a, i, K, j, m, n}",
2742,matrix function,"{x, f}",
2743,matrix polynomial,"{A, a, P, I, n, i}",
2744,matrix space,"{a, i, K, j, m, n}",
2745,maximal or minimal element,"{y, x, B}",
2746,mean absolute difference,"{Y, X, M, D, E}",
2747,mean anomaly,"{n, T, π}",
2748,mean squared error,"{i, Y, MSE, n}",
2749,mean value theorem,"{a, b, ξ, f}",
2750,measurable function,"{E, f, ∀, Σ, T, x, X}",
2751,measurable space,"{A, Ω}",
2752,measure,"{∅, k, μ, E, ∞}",
2753,mechanical advantage,"{A, M, E, L, F}",
2754,median,"{P, m, X}",
2755,median absolute deviation,"{i, f, T, N}",
2756,mediant,"{a, c, b, d}",
2757,melting,"{c, d, g, f, ln, H, S, R, T}",
2758,membrane potential,"{E, F, ln, K, o, q, i, R, T, e, z}",
2759,meridian arc,"{a, e, d, φ, M, m, sin}",
2760,metabolic engineering,"{x, m, G, V}",
2761,metric,"{X, d, ∞}",
2762,metric map,"{d, f, Y, x, y, X}",
2763,microclimate,"{A, B, Λ, O}",
2764,mixing,"{A, B, P, s, t, α, ∞, X}",
2765,mixture model,"{A, C, O, n}",
2766,modern portfolio theory,"{i, p, R, E, w}",
2767,modified Allan variance,"{i, τ, σ, n, y, x, mod}",
2768,modular exponentiation,"{a, i, e, n}",
2769,modus ponens,"{Q, P}",
2770,molality,"{b, e, m, l, o, n, s, u, t, v}",
2771,molar conductivity,"{κ, Λ, m, c}",
2772,molar mass,"{i, x, M}",
2773,moment of inertia,"{d, I, M, m, n, r}",
2774,momentum,"{p, m, v}",
2775,money multiplier,"{a, C, e, d, i, m, c, o, n, s, r, u, t, v, y, R, D}",
2776,monic polynomial,"{x, c, n}",
2777,monochromatic electromagnetic plane wave,"{C, d, ω, v, q, s, u, ∞, y, x}",
2778,monodomain model,"{C, Σ, I, i, ∂, m, ∇, χ, λ, t, v}",
2779,monoid,"{e, M}",
2780,monoidal monad,"{I, C, T}",
2781,monomial basis,"{i, x, d, a}",
2782,motivation,"{a, i, M, o, n, t, v}",
2783,movable cellular automaton,"{C, d, ψ, i, h, k, j, m, l, p, t, α}",
2784,multilinear form,"{K, n, V, f}",
2785,multiset,"{A, M, m, N}",
2786,n-tuple,"{a, n}",
2787,natural exponential function,"{x, e, exp, f}",
2788,natural logarithm,"{ln, x, e, log}",
2789,natural logarithm of 2,{ln},
2790,natural number object,"{A, q, f}",
2791,negative base,"{i, a, r, d, n}",
2792,negative pedal curve,"{y, x, X}",
2793,negative temperature,"{c, r, m, K, n}",
2794,neper,"{ln, e}",
2795,network analysis,"{a, R, c, b}",
2796,noise,"{Q, x, R, z, Re}",
2797,noise temperature,"{A, λ, T, G, F}",
2798,non-empty set,"{∅, M}",
2799,non-equilibrium thermodynamics,"{I, i, S, ∂, E}",
2800,non-positive real number,{R},
2801,noncentral F-distribution,"{q, a, S, ∞, n}",
2802,noncommutative projective geometry,"{q, x, k, y}",
2803,normal distribution,"{e, f, σ, π, μ, x, N}",
2804,normal matrix,{A},
2805,normal mode,"{A, y, B, d, x}",
2806,nth root,"{x, r, n}",
2807,nuclear thermal rocket,"{e, ln, v, m, V, Δ}",
2808,null set,"{A, ∀, ∃, n, U, ∞, ϵ}",
2809,nullor,"{Ω, k, m, L, R, u, ∞}",
2810,number density,"{N, n, V}",
2811,number of divisors,"{a, i, τ, σ, n, r}",
2812,numerical differentiation,"{x, h, f}",
2813,numerical method,"{x, n, F, g, N}",
2814,odds,"{logit, p, log}",
2815,one-form,"{x, R, M, T, α}",
2816,online machine learning,"{E, d, f, I, p, V, y, x}",
2817,opacity,"{e, I, ρ, κ, ν, x}",
2818,open interval from 0 to π,{π},
2819,operating temperature,"{a, j, D, J, P, R, T}",
2820,ophiurid,"{y, a, b, x}",
2821,optical aberration,"{cos, c, θ, u, v, y, x, ϕ, sin, tan}",
2822,orbit,"{A, r, m, G}",
2823,orbital eccentricity,"{e, E, m, L, α}",
2824,orbital period,"{a, μ, T, π}",
2825,ordered pair,"{a, b}",
2826,orientation,"{e, ω, m, π, p, n}",
2827,orthocentre,"{A, cos, S, B, C}",
2828,orthocentric system,"{A, H, C, B, R}",
2829,orthogonal group,"{A, I, K, O, n, T}",
2830,orthogonal matrix,"{Q, I, T}",
2831,orthogonal transformation,"{u, T, v}",
2832,orthographic projection,"{b, e, d, l, T, w, ϵ}",
2833,outer automorphism group,"{ϕ, λ, v}",
2834,oxygen balance,"{c, B, %, d, f, M, m, l, O, n, p, u, o, w, Y, X, Z, t}",
2835,pH,{log},
2836,pOH,{K},
2837,pairing,"{e, r, m, n}",
2838,parabolic cylinder,"{a, y, z, x}",
2839,parabolic differential equation,"{A, C, B, E, D, F, u, y, x}",
2840,parabolic fractal distribution,"{c, b, log, f, n, exp}",
2841,parabolic trajectory,{ϵ},
2842,paraboloid,"{a, c, b, y, x, z}",
2843,parallelogram law,"{A, C, B, D}",
2844,parasitic drag,"{A, a, C, D, g, F, q, s, r, d}",
2845,parimutuel betting,"{i, T, W, n}",
2846,partial fraction decomposition,"{x, g, f}",
2847,partial function,"{Z, g}",
2848,particle decay,"{P, τ, γ, e, t}",
2849,particle size,"{V, D, π}",
2850,pascal,"{a, g, k, m, N, P, s}",
2851,path integral formulation,"{H, L, q, p, t, ϵ}",
2852,pentagonal number,{n},
2853,percentile rank,"{i, f, %, ℓ, N}",
2854,periodic function,"{x, T, f}",
2855,permutation,"{σ, n}",
2856,phase-shift keying,"{e, d, π, Q, erfc, t, ∞, x}",
2857,plane,"{r, n}",
2858,plane wave,"{A, c, f, n, t, x}",
2859,plastic number,{ρ},
2860,platonic solid,"{q, p, V, E, F}",
2861,point process,"{Z, B, ϱ, N}",
2862,point reflection,"{a, p, R, e, f}",
2863,pointed set,"{y, Y, f, x, X}",
2864,polar set,"{A, o, n, y, R, u, Y, x}",
2865,polylogarithm,"{∞, s, z, k, Li}",
2866,polynomial,"{a, x, k, n, P}",
2867,polynomial identity ring,"{P, r, N}",
2868,polytrope,"{P, K, ρ, n}",
2869,polytropic process,"{p, C, v, n}",
2870,pooled variance,"{i, p, s, k, n}",
2871,positive linear functional,"{f, v}",
2872,positive-definite matrix,"{A, x, T}",
2873,potential flow,"{ϕ, ∇, v}",
2874,power,"{P, E, t}",
2875,power of a point,"{h, s, r}",
2876,power series,"{a, x, n, ∞}",
2877,power set,"{P, U, X}",
2878,power-weighted mean,"{i, x, q, w, n}",
2879,pressure,"{p, S, F}",
2880,prime number theorem,"{x, ∞, log, π}",
2881,principal bundle,"{p, C, π, G, X}",
2882,principal component analysis,"{i, x, k, t, w}",
2883,probability,"{A, P}",
2884,probability amplitude,"{d, ψ, ∞, μ, X, x}",
2885,probability mass function,"{x, s, f, S, X}",
2886,probit,"{p, z, probit, Φ}",
2887,product,"{Y, X, Z}",
2888,projection,"{Π, a, R, t, n}",
2889,projective module,"{A, P, B}",
2890,projective object,"{C, e, Hom, P, S, t}",
2891,projective plane,"{x, K, k}",
2892,projective space,"{i, x, U, n}",
2893,pronic number,{n},
2894,propositional logic,"{Q, P}",
2895,pseudo-Riemannian manifold,"{p, R, M, T, g}",
2896,pseudosphere,"{sech, ∞, t, tanh}",
2897,pseudovector,"{a, p, b}",
2898,pycnometer,"{P, c, r, s, V}",
2899,quadratic equation,"{a, x, c, b}",
2900,quadratic form,"{y, x}",
2901,quadratic formula,"{a, x, c, b}",
2902,quadratic function,"{a, c, b, e, d, g, f, i, h, j, y, x, z}",
2903,quadric,"{A, c, b, n, Q, R, T, x}",
2904,quantum fluctuation,"{h, Δ, t, E, π}",
2905,quantum stochastic calculus,"{ω, H, κ, n, q, p, s, y, X, Z}",
2906,quantum superposition,{c},
2907,quantum teleportation,"{α, C, β, ψ}",
2908,quasi-arithmetic mean,"{x, k, M, φ, n}",
2909,quasi-isometry,"{C, d, ∀, K, s, R, t, ϕ}",
2910,quaternion,"{i, k, j}",
2911,quiver diagram,"{M, N}",
2912,quotient ring,"{Y, X, R}",
2913,radian,"{r, π}",
2914,radio propagation,"{P, r, ρ}",
2915,radius of convergence,"{a, c, f, n, ∞, z}",
2916,random element,"{F, t, T}",
2917,random graph,"{i, V, j, n}",
2918,range,"{g, G, F, n, t, ∞, x}",
2919,range of a projectile,"{cos, d, g, θ, v, y, sin}",
2920,rapidity,"{A, c, ln, h, θ, r, t, v}",
2921,rational normal curve,"{P, s, t, ν, n}",
2922,rational number,"{a, Q, Z, b, N}",
2923,rational root theorem,"{a, x, n}",
2924,rational singularity,"{Y, X, f}",
2925,reaction rate,"{A, Q, b, d, P, q, p, r, t, a, B}",
2926,reaction rate constant,"{A, B, k, m, n, r, T}",
2927,real numbers without multiples of π,"{k, R, π}",
2928,real numbers without odd multiples of π/2,"{k, R, π}",
2929,rectangle,"{A, P, C, B, D}",
2930,rectifier,"{x, f}",
2931,recurrence plot,"{i, x, j}",
2932,reduced ring,"{r, n}",
2933,reduction,"{Y, X, C, Σ}",
2934,redundancy,"{i, p, n}",
2935,refractive index,"{c, v, n}",
2936,regular measure,"{A, μ, F}",
2937,relative humidity,"{H, ϕ, O, p}",
2938,rename,"{a, R, b, t, ρ}",
2939,rendering equation,"{Ω, e, d, f, i, L, o, n, r, w, x}",
2940,replicator equation,"{f, i, j, n, x, ϕ}",
2941,representable functor,"{i, A, u, d, Φ}",
2942,representation theory of finite groups,"{h, g}",
2943,residence time distribution,"{∞, E, t, d}",
2944,residual sum of squares,"{f, i, n, S, R, y, x}",
2945,resolvent (direct problem),"{y, x, g, F}",
2946,resonator,"{λ, d, N}",
2947,retract,"{A, X, r}",
2948,right kite,"{a, A, tan, b, C}",
2949,right triangle,"{a, b, T}",
2950,rigid rotor,"{B, E, H, k, Φ, n, T, Z}",
2951,ring of integers,"{i, a, b, n, x}",
2952,risk assessment,"{i, p, R, L}",
2953,rocket engine nozzle,"{e, M, p, R, T, v, γ}",
2954,root mean square,"{a, s, n}",
2955,root of unity,"{z, n}",
2956,rose,"{θ, cos, r, k}",
2957,rotary variable differential transformer,"{θ, G, V}",
2958,rotation group SO(4),"{a, c, b, d, i, k, j, q, p, s, r, u, y, x, z}",
2959,rotational invariance,"{y, x, f}",
2960,scalar field theory,"{C, i, S, L, o}",
2961,scalar matrix,"{A, a, c, d, g, i, I}",
2962,scalar potential,"{A, ϕ, ∇}",
2963,scale height,"{H, k, M, T, g}",
2964,scale invariance,"{x, λ, Δ, f}",
2965,scattering,"{α, λ, D, π}",
2966,secant,{sec},
2967,secant method,"{i, x, f}",
2968,secretary problem,"{Q, P}",
2969,sectional curvature,"{K, R, u, v}",
2970,security protocol notation,"{A, X, K, B}",
2971,self-adjoint,"{y, x, A}",
2972,semigroup,{S},
2973,semiring,{a},
2974,sensitivity and specificity,"{P, R, N, T, F}",
2975,sequence of Lucas numbers,"{x, L, n}",
2976,series and parallel circuits,"{M, T, D, N}",
2977,shear flow,"{q, I, Q, V, y, x}",
2978,shear strength,"{τ, σ}",
2979,shellsort,"{D, θ, s, u, t, W, v, α}",
2980,shift-share analysis,{M},
2981,silver ratio,"{S, δ}",
2982,simple random sample,"{I, t, ε, n}",
2983,simplex algorithm,"{x, c, T}",
2984,simplicial homology,"{i, c, σ, N}",
2985,sine,{sin},
2986,single loss expectancy,"{A, E, F, L, S, V, a, c, e, g, f, i, l, o, n, p, s, r, u, t, v, y, x}",
2987,singleton,{a},
2988,singleton of 0,{A},
2989,singular matrix,"{A, e, d, t}",
2990,singular value decomposition,"{U, Σ, M, V}",
2991,sinusoidal spiral,"{a, cos, φ, n, θ, r, sin}",
2992,skew-symmetric matrix,"{A, T}",
2993,slice genus,"{K, B, s, g, T}",
2994,smoothstep,"{x, smoothstep}",
2995,softmax function,"{e, k, j, σ, z, K}",
2996,soundness,"{y, P, ϵ, V}",
2997,space-oblique Mercator projection,"{A, a, C, E, I, O, S, r, u}",
2998,spacecraft propulsion,"{e, ln, M, P, v, Δ}",
2999,sparse graph,"{E, D, V}",
3000,sparse matrix,"{i, Δ, E, U}",
3001,special linear group,"{A, K, SL, n}",
3002,specific gravity,"{G, H, S, O, ρ}",
3003,specific storage,"{A, b, d, h, s, S, w, V, y}",
3004,specific weight,"{γ, g, ρ}",
3005,spectral centroid,"{x, N, n, f}",
3006,spectral power distribution,"{A, ∂, M, Φ, λ, Δ}",
3007,spectrum,"{C, Σ, σ, T, Y, X}",
3008,spectrum analyzer,"{a, B, k, n, p, S, R, T, W}",
3009,sphere,"{y, x, r, z}",
3010,spherical coordinate system,"{a, c, g, φ, θ, r, t, arccos, y, x, z}",
3011,spheroid,"{a, x, z, b, y}",
3012,spin quantum number,"{s, ℏ}",
3013,spiric section,"{a, x, c, b, y}",
3014,splitting field,"{a, i, L, p, X, deg}",
3015,spontaneous process,"{H, S, Δ, T, G}",
3016,square matrix,"{A, K, n}",
3017,square root,{x},
3018,square wave,"{a, c, b, d, f, z}",
3019,square-free element,"{p, r, n}",
3020,squeezed coherent state,"{p, ℏ, Δ, x}",
3021,stability,"{X, c, d, n}",
3022,stable vector bundle,"{deg, W, V}",
3023,stack effect,"{a, C, i, h, o, P, T, Δ}",
3024,standard deviation,"{μ, σ}",
3025,standard score,"{x, z, μ, σ}",
3026,statistical classification,"{i, X, k, score, β}",
3027,statistical power,"{H, P}",
3028,stella octangula number,"{m, n}",
3029,steradian,{r},
3030,stereographic projection,"{y, x, z, Y, X}",
3031,strict diagonally dominant matrix,"{a, i, j}",
3032,strictly consistent numerical method,"{g, F, ∀, N, x, n}",
3033,structural analysis,"{A, R, B, M}",
3034,stub,"{q, α, p, N}",
3035,subadditive function,"{y, x, f}",
3036,subcategory,"{C, H, m, o, S, Y, X}",
3037,subderivative,"{x, c, f}",
3038,sublinear function,"{y, x, γ, f}",
3039,successor function,"{S, n}",
3040,sum,"{a, k, m, n}",
3041,summation by parts,"{k, f, m, g, n}",
3042,supercompact cardinal,"{λ, M}",
3043,superfactorial,"{s, k, f, $, n}",
3044,superparticular number,{n},
3045,superpotential,"{Q, p, b, i, W}",
3046,surface area of a closed cylinder,"{A, B, d, h, L, π, r}",
3047,surface area of a open cylinder,"{h, r, L, π}",
3048,surface of revolution,"{a, A, b, d, π, t, y, x}",
3049,surface phonon,"{i, j, m, u, α, ϕ, β}",
3050,symmetric algebra,"{w, v}",
3051,symmetric group,{f},
3052,symmetric matrix,"{A, T}",
3053,symmetric polynomial,"{a, P, t, n}",
3054,symmetric relation,"{a, ∀, R, b, X}",
3055,symmetric space,"{σ, G, g}",
3056,symmetric successive over-relaxation,"{M, D, T, L}",
3057,symmetry of second derivatives,"{y, x, ∂, f}",
3058,symplectic group,"{Ω, S, Sp, F, n}",
3059,tacit programming,"{A, C, hom, B}",
3060,tangent,"{a, cos, f, θ, y, x, tan, sin}",
3061,tangent bundle,"{a, b, e, f, i, l, o, n, s, r, t, v, X}",
3062,tangent vector,"{r, T, ′, t}",
3063,tautology,"{A, C, B}",
3064,tensegrity,"{s, l, d}",
3065,tesseract,"{i, x, R}",
3066,tetration,"{a, None, n}",
3067,thermal design power,"{P, C, V, f}",
3068,thermistor,"{k, R, Δ, T}",
3069,thermodynamic temperature,"{k, B, E, T}",
3070,thinning,"{a, C, n, d, D}",
3071,tidal heating,"{Q, e, d, i, ρ, n, q, r, μ, t}",
3072,time constant,"{y, x, s, r}",
3073,time-independent Schrödinger equation,"{Ψ, H, E}",
3074,topological game,"{I, X, ∅, ω, n}",
3075,torsion subgroup,"{a, A, ∃, N, p, T, n}",
3076,torsion tensor,"{i, k, j, Γ, T}",
3077,torus,"{y, x, R, r, z}",
3078,torus knot,"{cos, q, p, r, y, x, ϕ, z, sin}",
3079,total relation,"{a, X, R, b, ∀}",
3080,toughness,"{ϵ, σ, d, f}",
3081,trace,"{a, i, A, n}",
3082,tractography,"{s, r, d, T}",
3083,trajectory,"{d, i, h, m, ∇, t, w, V, y, x, z}",
3084,transformation matrix,"{A, x, T}",
3085,transition of state,"{x, k, V}",
3086,translation,"{y, x, b, a}",
3087,trapdoor function,"{n, f, e, x, mod}",
3088,trapezoid,"{a, c, b, d}",
3089,traveler's dilemma,"{y, x, sgn, F}",
3090,triangular number,"{Δ, n}",
3091,triatomic molecule,"{A, a, B, ω, M, k, m}",
3092,trilateration,"{y, x, r, z}",
3093,triple,"{a, c, b}",
3094,trisectrix of Maclaurin,"{a, cos, θ, r, sec, y, x, sin}",
3095,truncated dodecahedron,"{A, a}",
3096,truncation,"{x, n, trunc}",
3097,truth table,"{A, a, c, D, g, i, j, l, o, N, u, t, n}",
3098,turbulent Prandtl number,"{c, P, p, r, t, η, ϰ}",
3099,two envelopes problem,{A},
3100,two-dimensional space,{R},
3101,ultraviolet–visible spectroscopy,"{A, c, log, I, L, ε}",
3102,unipotent matrix,"{A, I, ∃, m, N}",
3103,unit vector,{v},
3104,unitary matrix,"{I, U}",
3105,universal parabolic constant,"{ln, P}",
3106,universal quantification,{∀},
3107,unordered n-tuple,"{a, n}",
3108,unordered pair,"{a, b}",
3109,v = d/t,"{s, t, v}",
3110,valuation,"{R, v, T, ∞}",
3111,variable speed of light,"{c, r, M, ν, G}",
3112,variance,"{Var, X, μ, E}",
3113,variance reduction,"{X, E, μ, ξ, j}",
3114,vector field,"{p, V, f}",
3115,vector space,{V},
3116,velocity,"{t, r, d, v}",
3117,versine,"{θ, versin, cos}",
3118,vibration,"{x, ∞, e, n}",
3119,viscosity,"{y, u, μ, d, F}",
3120,voltage,"{A, B, E, d, l, r, V, x, Δ}",
3121,volume form,"{X, ω, n}",
3122,volume fraction,"{i, ϕ, j, V}",
3123,voter turnout,"{P, C, B, D}",
3124,water content,"{θ, w, V}",
3125,wave equation,"{c, ◻, u}",
3126,wavelet,"{a, b, t, ψ}",
3127,wavelet transform,"{a, b, d, ψ, f, t, w, ∞, x}",
3128,weak diagonally dominant matrix,"{i, a, j}",
3129,wedge,"{A, P, B, v, F}",
3130,weight,"{m, g, F}",
3131,weighted geometric mean,"{w, ln, n, i, exp, x}",
3132,weighted harmonic mean,"{i, x, w, n}",
3133,weighted mean,"{i, x, w, n}",
3134,well-posed problem,"{g, F, ∀, ∃, y, x, δ, K}",
3135,wheel and axle,"{A, a, B, F, M, b}",
3136,wind engineering,"{a, log}",
3137,work,"{A, s, F}",
3138,work function,"{e, ϕ, E, W, F}",
3139,zero,"{a, z, g, f}",
3140,zero function,"{y, x, z, f}",
3141,zygosity,"{i, H, a, o, n}",
3142,Čech-to-derived functor spectral sequence,"{E, F, H, q, p, U, X}",Fields of mathematics
3143,Ε-quadratic form,"{Q, ϵ, B, M, T}",Fields of mathematics
3144,δ13C,"{a, None, e, d, C, m, l, o, n, p, s, r, t, δ}",
3145,сapacity of a set,"{C, ∂, d, K, Σ, σ, ∇, n, S, R, u, ν, x}",
3146,сharacteristic,{n},
3147,−1,{x},Fields of mathematics
